name_customer,cust_number,invoice_creation_date,invoice_due_date,clear_date,total_open_amount
WAL-MAR co,200769623,2019-11-05,2019-11-05,2019-11-05,19174.73
WAL-MAR ,200769623,2019-06-03,2019-06-03,2019-06-03,5614.76
WAL-MAR llc,200769623,2019-06-03,2019-06-03,,16113.71
WAL-MAR in,200769623,2019-06-21,2019-06-21,2019-06-21,15257.77
WAL-MAR foundation,200769623,2019-05-14,2019-05-14,2019-05-14,542.11
COST corporation,200794332,2019-11-15,2019-11-15,2019-11-15,14840.16
WAL-MAR ,200769623,2019-05-20,2019-05-20,2019-05-20,10057.93
WAL-MAR corp,200769623,2020-03-10,2020-03-10,2020-03-10,25362.84
M B  in,200741174,2019-09-04,2019-09-04,2019-09-04,30567.97
KROGER co,200752302,2019-08-07,2019-08-07,2019-08-07,63200.86
TIMES foundation,200458131,2019-04-25,2019-04-25,2019-04-25,4832.38
DELHAIZE trust,100031704,2019-09-19,2019-09-19,2019-09-19,16178.96
INTER trust,200606231,2019-06-05,2019-06-05,2019-06-05,39024.65
MENAS co,100006176,2020-04-10,2020-04-10,2020-04-10,21139.96
WAL-MAR in,200769623,2019-08-26,2019-08-26,2019-08-26,50742.89
BEN  systems,200725421,2019-05-28,2019-05-28,2019-05-28,41689.91
ALBERT foundation,200407025,2019-04-19,2019-04-19,2019-04-19,76732.53
WAL-MAR associates,200769623,2019-10-08,2019-10-08,2019-10-08,49729.4
LOB systems,140104409,2019-10-08,2019-10-08,,91567.19
THE  corporation,140106181,2020-04-24,2020-04-24,2020-04-24,13920.0
SUPE us,200936373,2019-04-03,2019-04-03,2019-04-03,98246.29
SYSCO F llc,200763814,2019-03-06,2019-03-06,2019-03-06,235.63
BOZZU corporation,200779906,2019-03-06,2019-03-06,,78994.92
TARG corporation,200744019,2019-10-29,2019-10-29,2019-10-29,89897.09
WAL-MAR systems,200769623,2020-03-02,2020-03-02,2020-03-02,29584.36
KROGER systems,200729290,2019-11-12,2019-11-12,2019-11-12,75560.65
WAL-MAR corp,200769623,2019-05-24,2019-05-24,2019-05-24,8635.97
SUPE corporation,200936373,2019-04-19,2019-04-19,2019-04-19,71298.51
BARGAIN  ,200290370,2019-04-19,2019-04-19,,4233.6
WAL-MAR corporation,200769623,2019-08-12,2019-08-12,2019-08-12,4558.04
DOT corporation,200705742,2019-12-23,2019-12-23,2019-12-23,148.88
H E BUT llc,200761734,2019-03-12,2019-03-12,2019-03-12,85076.29
WAL-MAR corporation,200769623,2019-05-07,2019-05-07,2019-05-07,12860.54
WAL-MAR ,200769623,2019-02-27,2019-02-27,2019-02-27,1434.81
ASSOCIAT llc,200772670,2019-02-14,2019-02-14,2019-02-14,1536.97
JET foundation,200152991,2019-07-02,2019-07-02,2019-07-02,1403.64
WINC us,200706844,2019-06-07,2019-06-07,2019-06-07,4918.99
TARG systems,200744019,2019-06-07,2019-06-07,,94631.13
MEIJ systems,200780383,2019-08-26,2019-08-26,2019-08-26,432.86
BJ'S  co,200726979,2019-08-26,2019-08-26,,429.12
WAL-MAR systems,200769623,2019-09-09,2019-09-09,2019-09-09,53420.59
BJ'S  corporation,200726979,2019-06-11,2019-06-11,2019-06-11,249.18
SA foundation,200759878,2019-08-12,2019-08-12,2019-08-12,82042.7
SA associates,200759878,2019-02-19,2019-02-19,2019-02-19,13646.45
ASSOCIA systems,200735528,2019-10-21,2019-10-21,2019-10-21,108202.08
WAL-MAR trust,200769623,2019-06-19,2019-06-19,2019-06-19,16621.51
DECA llc,200353024,2019-08-16,2019-08-16,2019-08-16,1846.08
MDV/ corporation,200792734,2019-07-26,2019-07-26,2019-07-26,59641.04
JETR us,200705089,2019-11-14,2019-11-14,2019-11-14,4118.59
DOLLA co,200148860,2019-10-21,2019-10-21,2019-10-21,3677.94
SMITH'S foundation,200820380,2019-10-21,2019-10-21,,27645.71
WAL-MAR corporation,200769623,2019-04-09,2019-04-09,2019-04-09,56.48
WAL-MAR systems,200769623,2019-04-09,2019-04-09,,3416.76
WAL-MAR in,200769623,2019-03-28,2019-03-28,2019-03-28,396.31
WAL-MAR in,200769623,2020-01-28,2020-01-28,2020-01-28,44480.39
SYSC ,140105686,2019-12-02,2019-12-02,2019-12-02,2606.87
SYSCO  trust,200714710,2019-03-12,2019-03-12,2019-03-12,2413.37
WINC ,200706844,2019-03-12,2019-03-12,,22500.3
BJ'S  systems,200726979,2019-10-15,2019-10-15,2019-10-15,314.0
SYGMA systems,200782669,2019-10-15,2019-10-15,,22925.26
SO foundation,140104440,2019-10-15,2019-10-15,,116009.73
SA associates,200759878,2019-10-08,2019-10-08,2019-10-08,14026.25
SYSCO F corp,200763814,2019-10-10,2019-10-10,2019-10-10,300.0
KROGER in,200729290,2020-02-24,2020-02-24,2020-02-24,19519.37
WAL-MAR associates,200769623,2019-06-11,2019-06-11,2019-06-11,18799.31
BJ'S  systems,200726979,2019-12-03,2019-12-03,2019-12-03,195.46
WAL-MAR foundation,200769623,2019-03-08,2019-03-08,2019-03-08,37.36
MCL llc,200799367,2020-02-25,2020-02-25,2020-02-25,12259.09
WAKE corporation,200704858,2019-10-28,2019-10-28,2019-10-28,40099.95
PLAZA in,200978592,2019-05-20,2019-05-20,2019-05-20,69151.77
BARGAIN  systems,200290370,2019-08-26,2019-08-26,2019-08-26,27715.11
KRAFT  foundation,CCCA02,2019-06-28,2019-06-28,2019-06-28,7694.37
DOLLA trust,200148860,2019-08-30,2019-08-30,2019-08-30,97820.18
DOT systems,200705742,2019-08-07,2019-08-07,2019-08-07,33909.04
TARG associates,200744019,2019-08-13,2019-08-13,2019-08-13,7647.29
KRAFT F us,CCU013,2020-02-28,2020-02-28,2020-02-28,50747.53
WAL-MAR systems,200769623,2019-04-11,2019-04-11,2019-04-11,787.93
SO associates,140104440,2019-06-19,2019-06-19,2019-06-19,7258.62
SUPE us,200793568,2019-06-19,2019-06-19,,5697.9
BI associates,100015557,2019-10-07,2019-10-07,2019-10-07,14574.91
DEC co,200020431,2019-10-07,2019-10-07,,1465.58
ASSOCIAT systems,200772670,2019-05-06,2019-05-06,2019-05-06,42379.61
SA corporation,200759878,2019-10-11,2019-10-11,2019-10-11,91472.24
COST corp,200794332,2019-10-11,2019-10-11,,7389.17
C&S WH systems,200762301,2020-02-19,2020-02-19,2020-02-19,19157.78
WAL-MAR systems,200769623,2020-02-19,2020-02-19,,22665.96
WAL-MAR trust,200769623,2019-05-28,2019-05-28,2019-05-28,25881.02
ALBERT us,200881076,2019-07-30,2019-07-30,2019-07-30,88660.32
DEC trust,200803720,2019-08-09,2019-08-09,2019-08-09,20656.34
DOT associates,200705742,2020-02-10,2020-02-10,2020-02-10,1389.72
C&S WH systems,200762301,2020-02-10,2020-02-10,,21290.57
WAL-MAR corporation,200769623,2019-08-26,2019-08-26,2019-08-26,2981.61
DOLLA trust,200148860,2019-04-10,2019-04-10,2019-04-10,15237.43
C&S WH systems,200762301,2019-11-05,2019-11-05,2019-11-05,14882.79
SO ,140104440,2019-05-16,2019-05-16,2019-05-16,4650.74
DOT in,200705742,2019-12-11,2019-12-11,2019-12-11,54284.04
WINC ,200706844,2019-05-29,2019-05-29,2019-05-29,16048.94
MAINES ,200763229,2019-11-06,2019-11-06,2019-11-06,6975.32
COST systems,200794332,2019-07-08,2019-07-08,2019-07-08,15284.38
WAL-MAR corporation,200769623,2019-07-08,2019-07-08,,28683.47
WAL-MAR trust,200769623,2020-01-15,2020-01-15,2020-01-15,64019.99
BJ'S  llc,200726979,2020-03-10,2020-03-10,2020-03-10,411.69
WAL-MAR foundation,200769623,2020-02-11,2020-02-11,2020-02-11,1898.9
MID MO corporation,200723794,2020-02-11,2020-02-11,,79036.35
KROGER associates,200743123,2019-02-04,2019-02-04,2019-02-04,146036.45
MCLANE corporation,200126819,2020-02-07,2020-02-07,2020-02-07,95.94
C&S WH llc,200762301,2019-02-14,2019-02-14,2019-02-14,90948.17
AM co,200418007,2019-06-21,2019-06-21,2019-06-21,6189.32
WAL-MAR associates,200769623,2019-11-19,2019-11-19,2019-11-19,41001.68
GORDO us,200782001,2019-01-28,2019-01-28,2019-01-28,96572.1
KING S corp,200707005,2019-08-07,2019-08-07,2019-08-07,17692.19
C& corp,200435191,2019-11-05,2019-11-05,2019-11-05,34274.51
SYSCO F us,200718130,2019-12-26,2019-12-26,2019-12-26,6073.43
GORDON F corp,140105847,2019-08-23,2019-08-23,2019-08-23,3596.04
MEIJ systems,200780383,2019-11-06,2019-11-06,2019-11-06,45920.32
WALG corporation,200712105,2019-11-06,2019-11-06,,54864.68
PARAM us,140103335,2019-11-06,2019-11-06,,18649.18
RESTA llc,200974851,2019-08-21,2019-08-21,2019-08-21,1285.24
WAL-MAR corporation,200769623,2019-08-21,2019-08-21,,36425.94
COST corp,200794332,2019-06-25,2019-06-25,2019-06-25,49656.66
MEIJ associates,200780383,2019-09-26,2019-09-26,2019-09-26,119608.12
WAL-MAR ,200769623,2019-12-02,2019-12-02,2019-12-02,13688.37
KRFT FDS associates,CCU002,2020-02-28,2020-02-28,2020-02-28,10248.0
KROGER systems,200875006,2019-07-25,2019-07-25,2019-07-25,59512.0
WAL-MAR trust,200769623,2020-02-05,2020-02-05,2020-02-05,13938.18
ALBERT in,200881076,2020-02-05,2020-02-05,,88470.99
METRO  associates,140104423,2019-10-11,2019-10-11,2019-10-11,292739.95
SA foundation,200759878,2019-08-13,2019-08-13,2019-08-13,18035.99
US  us,200789077,2019-12-11,2019-12-11,2019-12-11,67824.7
RUCKER'S in,100052112,2019-04-09,2019-04-09,2019-04-09,27475.2
SYSCO  ,200714710,2019-09-10,2019-09-10,2019-09-10,43940.62
JET in,200152991,2019-12-20,2019-12-20,2019-12-20,19114.68
WAL-MAR corporation,200769623,2019-02-11,2019-02-11,2019-02-11,58605.45
WAL-MAR corporation,200769623,2019-10-07,2019-10-07,2019-10-07,5989.01
SYGMA foundation,200782669,2019-07-03,2019-07-03,2019-07-03,20514.84
WAL-M foundation,140106408,2019-10-15,2019-10-15,2019-10-15,21427.2
KROGER associates,200793513,2019-01-22,2019-01-22,2019-01-22,54814.32
LOB systems,140104409,2019-03-01,2019-03-01,2019-03-01,61425.77
WAL-MAR us,200769623,2019-05-15,2019-05-15,2019-05-15,61211.14
UNITE in,200696090,2019-03-05,2019-03-05,2019-03-05,8286.04
METRO  co,140104423,2019-04-22,2019-04-22,2019-04-22,22891.41
WAL-MAR corp,200769623,2019-03-13,2019-03-13,2019-03-13,15243.22
C&S WH co,200762301,2019-03-13,2019-03-13,,104783.1
WAL-MAR corporation,200769623,2019-05-07,2019-05-07,2019-05-07,7611.09
REINHA llc,200756072,2019-09-27,2019-09-27,2019-09-27,35332.82
KROG llc,200029010,2019-08-06,2019-08-06,2019-08-06,7005.65
BJ'S  corporation,200726979,2019-09-20,2019-09-20,2019-09-20,214.63
SIGMA AL llc,140101904,2020-02-06,2020-02-06,2020-02-06,45108.78
C&S WH associates,200762301,2019-02-22,2019-02-22,2019-02-22,64478.88
C&S WH associates,200762301,2020-03-03,2020-03-03,2020-03-03,6023.14
TARG in,200744019,2020-03-03,2020-03-03,,34938.58
C&S WH ,200762301,2019-10-28,2019-10-28,2019-10-28,3167.08
EBER ,140106421,2020-02-14,2020-02-14,2020-02-14,13502.75
BJ'S  in,200726979,2020-02-14,2020-02-14,,634.61
CHEES systems,200452014,2019-03-27,2019-03-27,2019-03-27,59114.88
S AB corporation,200752393,2020-02-28,2020-02-28,2020-02-28,7744.99
PEAC corporation,200397176,2019-03-11,2019-03-11,2019-03-11,37724.77
BJ'S  corporation,200726979,2019-10-21,2019-10-21,2019-10-21,139.54
DOT in,200705742,2019-10-09,2019-10-09,2019-10-09,4321.73
AL us,200739006,2019-05-04,2019-05-04,2019-05-04,51893.12
BJ'S  foundation,200726979,2020-01-15,2020-01-15,2020-01-15,15669.81
DI co,200769369,2019-06-24,2019-06-24,2019-06-24,4071.96
DEC trust,200020431,2019-06-24,2019-06-24,,21451.36
JETRO co,200833713,2019-06-24,2019-06-24,,76.06
WAL-MAR llc,200769623,2019-05-15,2019-05-15,2019-05-15,8325.26
H E BUT trust,200761734,2019-05-15,2019-05-15,,56581.85
WAL-MAR corporation,200769623,2019-06-19,2019-06-19,2019-06-19,1328.25
COST systems,200794332,2019-05-29,2019-05-29,2019-05-29,17604.39
CHENS E llc,100021489,2019-05-07,2019-05-07,2019-05-07,24305.95
WAL-MAR corporation,200769623,2020-03-03,2020-03-03,2020-03-03,14341.7
C&S WH corporation,200762301,2019-03-26,2019-03-26,2019-03-26,159770.5
SA foundation,200759878,2019-07-26,2019-07-26,2019-07-26,43523.74
C&S WH systems,200762301,2020-01-28,2020-01-28,2020-01-28,76074.52
J&J S co,200543982,2019-05-20,2019-05-20,2019-05-20,72890.5
WAL-MAR us,200769623,2019-05-20,2019-05-20,,36994.53
US  corporation,200793000,2019-09-09,2019-09-09,2019-09-09,32720.49
WAL-MAR in,200769623,2019-09-09,2019-09-09,2019-09-09,24688.88
PUBLI associates,200707822,2019-07-18,2019-07-18,2019-07-18,75717.82
KRAFT  trust,CCCA02,2019-11-27,2019-11-27,2019-11-27,12965.4
BJ'S  systems,200726979,2019-03-22,2019-03-22,2019-03-22,565.28
SUPE systems,200936373,2019-03-12,2019-03-12,2019-03-12,757.39
WAL-MAR trust,200769623,2019-02-26,2019-02-26,2019-02-26,12939.3
KROGE associates,200519201,2020-04-23,2020-04-23,2020-04-23,1433.95
COST systems,200794332,2019-12-16,2019-12-16,2019-12-16,53295.4
SMART &  corp,200707741,2019-12-02,2019-12-02,2019-12-02,41648.82
ASSOCIAT us,200772670,2019-12-02,2019-12-02,,4179.01
WAL-MAR corp,200769623,2019-06-17,2019-06-17,2019-06-17,1315.65
WAL-MAR trust,200769623,2019-06-17,2019-06-17,,35238.27
US  in,200789077,2019-10-31,2019-10-31,2019-10-31,36249.44
MDV/ trust,200792734,2019-09-20,2019-09-20,2019-09-20,6630.6
DOT systems,200705742,2019-07-05,2019-07-05,2019-07-05,679.25
PUBLI llc,200707822,2019-12-09,2019-12-09,2019-12-09,26376.18
WAL-MAR systems,200769623,2019-12-09,2019-12-09,,67185.06
ALBERT co,200920735,2019-11-25,2019-11-25,2019-11-25,175212.69
H SC trust,200790543,2020-02-03,2020-02-03,2020-02-03,51509.54
W LEE  trust,200737918,2019-12-11,2019-12-11,2019-12-11,6390.53
WAL-MAR ,200769623,2019-07-11,2019-07-11,2019-07-11,69396.86
SOUTHE co,140101595,2019-05-29,2019-05-29,2019-05-29,26760.2
WAL-MAR trust,200769623,2019-05-29,2019-05-29,2019-05-29,15438.33
WAL-MAR llc,200769623,2019-05-29,2019-05-29,,867.02
WAL-MAR trust,200769623,2019-05-07,2019-05-07,2019-05-07,28696.39
WAL-MAR corp,200769623,2019-03-29,2019-03-29,2019-03-29,10166.41
UNITE trust,200696090,2019-01-24,2019-01-24,2019-01-24,11414.51
PRIC ,140103480,2019-03-21,2019-03-21,2019-03-21,8698.88
KROGER ,200729290,2019-11-12,2019-11-12,2019-11-12,5126.05
UNITE llc,200799538,2020-02-10,2020-02-10,2020-02-10,69045.23
PEA systems,200455322,2020-02-27,2020-02-27,2020-02-27,31577.23
WAL-MAR foundation,200769623,2019-05-21,2019-05-21,2019-05-21,16940.88
LOB foundation,140104409,2020-02-21,2020-02-21,2020-02-21,102458.41
BJ'S  foundation,200726979,2019-07-15,2019-07-15,2019-07-15,576.16
BJ'S  corp,200726979,2019-11-12,2019-11-12,2019-11-12,634.98
SA ,200729942,2020-03-10,2020-03-10,2020-03-10,12170.94
WAL-MAR co,200769623,2020-03-10,2020-03-10,,12690.58
C&S WH co,200762301,2020-03-10,2020-03-10,,530.23
PUBLI in,200707822,2019-10-25,2019-10-25,2019-10-25,93343.28
WAL-MAR ,200769623,2019-04-30,2019-04-30,2019-04-30,55110.05
SCHNU co,200747369,2019-01-31,2019-01-31,2019-01-31,114301.61
C&S WH corporation,200762301,2019-01-31,2019-01-31,,28280.21
BJ'S  foundation,200726979,2019-03-25,2019-03-25,2019-03-25,96.51
WAL-MAR corp,200769623,2019-09-04,2019-09-04,2019-09-04,17515.23
WAL-MAR trust,200769623,2019-04-16,2019-04-16,2019-04-16,658.97
DELHAIZE corporation,100031704,2019-07-02,2019-07-02,2019-07-02,67765.35
WAL-MAR in,200769623,2019-08-19,2019-08-19,2019-08-19,4677.94
WAL-MAR systems,200769623,2019-04-16,2019-04-16,2019-04-16,1619.03
HAR corp,200762950,2019-04-16,2019-04-16,,18460.75
WA in,200697207,2019-07-05,2019-07-05,2019-07-05,86913.94
SYSC ,140105686,2019-02-25,2019-02-25,2019-02-25,163.8
SA corp,200759878,2019-03-01,2019-03-01,2019-03-01,15725.29
SYGMA trust,200782669,2020-03-10,2020-03-10,2020-03-10,19775.21
COAS corporation,200337148,2020-03-10,2020-03-10,,48252.52
WINC systems,200706844,2019-05-16,2019-05-16,2019-05-16,7674.82
WAL-MAR foundation,200769623,2019-11-22,2019-11-22,2019-11-22,24637.9
WAL-MAR in,200769623,2019-04-18,2019-04-18,2019-04-18,16682.43
ALBERT co,200881076,2019-10-28,2019-10-28,2019-10-28,6577.55
BJ'S  systems,200726979,2019-08-12,2019-08-12,2019-08-12,261.22
KROGER corporation,200732755,2019-12-09,2019-12-09,2019-12-09,33357.21
WAL-MAR systems,200769623,2019-02-01,2019-02-01,2019-02-01,1764.66
DECA corp,200230690,2019-08-16,2019-08-16,2019-08-16,353.28
WAL-MAR ,200769623,2019-09-10,2019-09-10,2019-09-10,3298.3
US  systems,200622385,2020-02-26,2020-02-26,2020-02-26,37136.03
COST associates,200794332,2019-12-09,2019-12-09,2019-12-09,14836.39
WAL-MAR foundation,200769623,2019-12-24,2019-12-24,2019-12-24,37498.36
WAL-MAR foundation,200769623,2019-07-08,2019-07-08,2019-07-08,21660.41
WAL-MAR ,200769623,2019-09-11,2019-09-11,2019-09-11,17842.59
WAL-MAR corporation,200769623,2019-09-10,2019-09-10,2019-09-10,1897.5
DECA associates,200002965,2019-12-30,2019-12-30,2019-12-30,4277.72
WAL-MAR llc,200769623,2019-10-17,2019-10-17,2019-10-17,70743.61
FR us,200705372,2019-03-21,2019-03-21,2019-03-21,77010.98
WAL-M foundation,140106408,2019-07-19,2019-07-19,2019-07-19,11866.08
WAL-MAR associates,200769623,2019-12-03,2019-12-03,2019-12-03,1328.25
WAL-MAR associates,200769623,2019-02-22,2019-02-22,2019-02-22,9215.49
WINKLE us,200712836,2019-09-19,2019-09-19,2019-09-19,42386.36
WAL-MAR foundation,200769623,2019-01-15,2019-01-15,2019-01-15,8424.33
DEALER foundation,140104234,2019-01-15,2019-01-15,,1495.52
SCHNU co,200747369,2019-04-11,2019-04-11,2019-04-11,28410.77
WAL-MAR ,200769623,2019-01-29,2019-01-29,2019-01-29,705.86
BJ'S  ,200726979,2019-08-19,2019-08-19,2019-08-19,572.12
WAL-MAR associates,200769623,2019-09-24,2019-09-24,2019-09-24,6040.68
WAL-MAR ,200769623,2019-02-19,2019-02-19,2019-02-19,58028.08
WAKE ,200704858,2019-02-19,2019-02-19,,66197.43
BE foundation,200806580,2019-06-18,2019-06-18,2019-06-18,900.0
SO us,140104440,2019-05-21,2019-05-21,2019-05-21,168421.62
SHAM associates,200708411,2019-05-21,2019-05-21,2019-05-21,72672.26
C&S WH corp,200762301,2019-12-10,2019-12-10,2019-12-10,2931.89
WAL-MAR corp,200769623,2019-12-12,2019-12-12,2019-12-12,65908.12
WAL-MAR associates,200769623,2019-12-23,2019-12-23,2019-12-23,13077.44
H E BUT systems,200761734,2019-12-02,2019-12-02,2019-12-02,40381.72
JETRO us,200833713,2019-05-08,2019-05-08,2019-05-08,26726.19
TARG llc,200744019,2019-10-30,2019-10-30,2019-10-30,1411.91
GORDO ,200782001,2019-10-17,2019-10-17,2019-10-17,16810.15
SO corp,140104440,2019-11-12,2019-11-12,2019-11-12,81962.88
BURR us,200555117,2019-11-12,2019-11-12,,110502.46
WAL-MAR systems,200769623,2019-04-25,2019-04-25,2019-04-25,13762.79
MONDE ,140142846,2020-04-09,2020-04-09,2020-04-09,683.04
WAL-MAR in,200769623,2019-09-24,2019-09-24,2019-09-24,21896.05
WAL-MAR ,200769623,2019-09-24,2019-09-24,,1898.9
BOZZU co,200779906,2019-11-18,2019-11-18,2019-11-18,1636.05
MCL corporation,200799367,2019-06-10,2019-06-10,2019-06-10,8732.94
DELHAIZE systems,100031704,2019-01-17,2019-01-17,2019-01-17,86449.4
WAL-MAR corp,200769623,2019-03-21,2019-03-21,2019-03-21,64.73
WAL-MAR associates,200769623,2019-03-21,2019-03-21,,3797.1
SA foundation,200759878,2019-11-04,2019-11-04,2019-11-04,36015.05
SYSC corp,140105686,2019-06-20,2019-06-20,2019-06-20,32684.37
DRIS corporation,200200412,2019-04-24,2019-04-24,2019-04-24,42962.39
SYSCO  co,200714710,2020-02-07,2020-02-07,2020-02-07,23712.92
DECA in,200353024,2019-06-11,2019-06-11,2019-06-11,34858.24
NATURA systems,100030964,2019-11-01,2019-11-01,2019-11-01,10514.1
WAL-MAR foundation,200769623,2019-09-06,2019-09-06,2019-09-06,27654.8
WAL-MAR associates,200769623,2019-07-02,2019-07-02,2019-07-02,2548.77
DEC us,200803720,2019-12-30,2019-12-30,2019-12-30,2203.83
BARGAIN  us,200290370,2019-07-12,2019-07-12,2019-07-12,13282.8
LOB systems,140104409,2019-02-15,2019-02-15,2019-02-15,84814.62
WAL-MAR llc,200769623,2019-02-15,2019-02-15,,45703.27
DEC foundation,200803720,2019-10-01,2019-10-01,2019-10-01,162.0
LIDL corporation,100047527,2019-10-01,2019-10-01,,5587.9
PUBLI systems,200707822,2019-06-24,2019-06-24,2019-06-24,57811.81
KRAFT F in,CCU013,2019-06-28,2019-06-28,2019-06-28,15995.86
CAPITAL trust,100031970,2019-09-06,2019-09-06,2019-09-06,2568.58
TARG systems,200744019,2019-09-09,2019-09-09,2019-09-09,2044.42
WAL-MAR foundation,200769623,2019-02-06,2019-02-06,2019-02-06,19186.58
KROGE co,200776463,2019-04-19,2019-04-19,2019-04-19,34191.27
PERFOR in,200749730,2019-07-19,2019-07-19,2019-07-19,25167.63
WEIS in,200771157,2019-08-02,2019-08-02,2019-08-02,81762.04
COLOM us,200816950,2019-07-03,2019-07-03,2019-07-03,66427.55
WAL-MAR llc,200769623,2019-11-25,2019-11-25,2019-11-25,3009.74
AM corporation,200418007,2019-12-11,2019-12-11,2019-12-11,2395.12
SYSTEMS corporation,200719300,2019-02-20,2019-02-20,2019-02-20,23032.18
WAL-M systems,140106408,2019-11-26,2019-11-26,2019-11-26,11752.61
M B  systems,200741174,2019-05-23,2019-05-23,2019-05-23,7233.46
WAL-MAR in,200769623,2019-10-10,2019-10-10,2019-10-10,7617.25
DECA foundation,200230690,2019-08-01,2019-08-01,2019-08-01,7504.28
WAL-MAR co,200769623,2019-08-01,2019-08-01,,1991.84
DOT corp,200705742,2019-12-09,2019-12-09,2019-12-09,28759.98
WAL-MAR corp,200769623,2019-06-24,2019-06-24,2019-06-24,1945.36
MORTON ,140104995,2019-08-01,2019-08-01,2019-08-01,7622.24
C&S WH co,200762301,2019-09-20,2019-09-20,2019-09-20,153058.22
COAS corporation,200337148,2019-09-20,2019-09-20,,64594.77
TARG corporation,200744019,2020-01-17,2020-01-17,2020-01-17,45278.44
WAL-MAR in,200769623,2020-01-17,2020-01-17,,39243.94
KROGER systems,200743123,2019-05-03,2019-05-03,2019-05-03,18618.37
C us,200778870,2019-05-03,2019-05-03,,27136.11
REINHA us,200756072,2019-05-30,2019-05-30,2019-05-30,16722.65
SWEET  foundation,200692711,2020-03-04,2020-03-04,2020-03-04,56296.0
WAL-MAR ,200769623,2019-11-18,2019-11-18,2019-11-18,11039.03
WAL-MAR systems,200769623,2019-09-13,2019-09-13,2019-09-13,1328.25
UNIFIE corp,200792293,2019-04-15,2019-04-15,2019-04-15,42391.14
BJ'S  corporation,200726979,2020-02-26,2020-02-26,2020-02-26,426.09
IA us,100034087,2020-02-26,2020-02-26,,2708.28
TARG foundation,200744019,2020-02-03,2020-02-03,2020-02-03,4781.98
ASSOCIA co,200735528,2019-07-26,2019-07-26,2019-07-26,18672.41
DECA llc,200592182,2020-02-14,2020-02-14,2020-02-14,132.72
PUBLI llc,200707822,2019-07-08,2019-07-08,2019-07-08,20782.02
DELHAIZE foundation,100031704,2019-07-08,2019-07-08,,95930.74
OK in,200739534,2019-11-29,2019-11-29,2019-11-29,31163.62
BJ'S  foundation,200726979,2019-11-20,2019-11-20,2019-11-20,862.9
SUPE in,200936373,2019-12-18,2019-12-18,2019-12-18,113925.89
WAL-MAR foundation,200769623,2020-03-16,2020-03-16,2020-03-16,22331.37
TARG foundation,200744019,2019-03-05,2019-03-05,2019-03-05,452.54
COST corp,200794332,2019-10-31,2019-10-31,2019-10-31,9060.68
PROVINC us,100035139,2019-10-31,2019-10-31,,16226.0
WAL-MAR co,200769623,2019-07-22,2019-07-22,2019-07-22,51229.81
PUBLI llc,200707822,2019-07-22,2019-07-22,,48193.56
SUPE llc,200793568,2019-11-13,2019-11-13,2019-11-13,81292.92
ASSOCIAT ,200772670,2019-11-29,2019-11-29,2019-11-29,28845.91
DEC co,200020431,2019-05-01,2019-05-01,2019-05-01,1197.82
SA corporation,200759878,2019-05-30,2019-05-30,2019-05-30,14869.3
THE  systems,140106181,2019-06-04,2019-06-04,2019-06-04,5718.91
WAL-MAR ,200769623,2019-12-23,2019-12-23,2019-12-23,33270.78
WAL-MAR trust,200769623,2019-02-06,2019-02-06,2019-02-06,60027.88
WAL-MAR corp,200769623,2019-01-14,2019-01-14,2019-01-14,8405.95
KRAFT F co,CCU013,2019-11-27,2019-11-27,2019-11-27,567.0
COST associates,200794332,2019-04-16,2019-04-16,2019-04-16,5523.74
WAL-MAR llc,200769623,2019-06-17,2019-06-17,2019-06-17,48027.68
SA corp,200759878,2020-04-30,2020-04-30,2020-04-30,4255.2
KROGER ,200729290,2019-11-12,2019-11-12,2019-11-12,5126.05
WAL-MAR associates,200769623,2019-06-17,2019-06-17,2019-06-17,737.21
WAL-MAR ,200769623,2019-09-05,2019-09-05,2019-09-05,3576.04
WAL-MAR trust,200769623,2019-02-05,2019-02-05,2019-02-05,10575.32
DELHAIZE llc,100031704,2019-02-05,2019-02-05,,85126.68
COST us,200794332,2019-08-14,2019-08-14,2019-08-14,4329.65
SYSCO in,200900909,2019-08-14,2019-08-14,,32194.1
PUBLI co,200707822,2019-02-22,2019-02-22,2019-02-22,140357.39
WAL-MAR us,200769623,2019-03-22,2019-03-22,2019-03-22,32163.82
JETR trust,200705089,2019-04-03,2019-04-03,2019-04-03,34537.73
TARG in,200744019,2019-05-01,2019-05-01,2019-05-01,60010.33
SA in,200729942,2019-05-01,2019-05-01,,21544.32
WAL-MAR associates,200769623,2019-01-23,2019-01-23,2019-01-23,8944.29
SHAWS  ,200275115,2019-06-17,2019-06-17,2019-06-17,19206.86
MONOGR corporation,100054194,2019-10-28,2019-10-28,2019-10-28,52234.74
OK co,200739534,2019-06-28,2019-06-28,2019-06-28,74552.9
WAKE corp,200704858,2019-07-29,2019-07-29,2019-07-29,76315.17
MDV/ corp,200792734,2019-07-29,2019-07-29,,59063.77
H E BUT us,200761734,2020-02-11,2020-02-11,2020-02-11,60060.67
COST in,200794332,2019-01-30,2019-01-30,2019-01-30,61646.9
KRAFT F co,CCU013,2019-08-30,2019-08-30,2019-08-30,12486.1
SO in,140104440,2019-05-09,2019-05-09,2019-05-09,14624.53
BJ'S  llc,200726979,2019-11-26,2019-11-26,2019-11-26,131568.09
WAL-MAR associates,200769623,2019-03-25,2019-03-25,2019-03-25,2417.78
RASTEL systems,200040366,2019-03-08,2019-03-08,2019-03-08,3015.38
